"emp_id","full_name","job_title","department","business_unit","gender","age","country","city","experience","salary"
"E01361","Emma Hill","IT Coordinator","IT","Manufacturing","Female",54,"United States","Miami",7,35000
"E03269","Charlotte Chu","Network Engineer","IT","Manufacturing","Female",50,"China","Chengdu",23,35000
"E01037","Jeremiah Chu","IT Systems Architect","IT","Research & Development","Male",31,"China","Shanghai",3,35000
"E00671","Miles Cho","Systems Analyst","IT","Speciality Products","Male",47,"China","Beijing",25,35000
"E02216","Caleb Marquez","IT Systems Architect","IT","Research & Development","Male",29,"Brazil","Rio de Janerio",4,35000
"E02333","Jaxson Wright","Service Desk Analyst","IT","Manufacturing","Male",54,"United States","Columbus",13,35000
"E00233","Brooklyn Reyes","Service Desk Analyst","IT","Manufacturing","Female",36,"United States","Columbus",4,35000
"E00697","Jonathan Chavez","System Administrator�","IT","Manufacturing","Male",29,"United States","Seattle",7,35000
"E00523","Daniel Jordan","Network Administrator","IT","Corporate","Male",58,"United States","Phoenix",30,35000
"E01484","Anna Zhu","Service Desk Analyst","IT","Manufacturing","Female",48,"China","Beijing",20,35000
"E02227","Sofia Parker","Cloud Infrastructure Architect","IT","Manufacturing","Female",36,"United States","Chicago",10,35000
"E03935","Cora Jiang","Vice President","IT","Corporate","Female",53,"United States","Austin",16,35000
"E00813","Autumn Joseph","Enterprise Architect","IT","Corporate","Female",39,"United States","Miami",6,35000
"E00870","Evelyn Liang","Service Desk Analyst","IT","Speciality Products","Female",40,"United States","Seattle",10,35000
"E04112","Axel Chu","Systems Analyst","IT","Research & Development","Male",43,"China","Beijing",6,35000
"E04572","Jade Li","Director","IT","Speciality Products","Female",47,"United States","Seattle",11,35000
"E02747","Kinsley Acosta","Vice President","IT","Speciality Products","Female",32,"United States","Chicago",3,35000
"E01064","Clara Kang","Sr. Manger","IT","Manufacturing","Female",39,"United States","Phoenix",7,35000
"E01525","Charlotte Ruiz","Computer Systems Manager","IT","Manufacturing","Female",32,"Brazil","Rio de Janerio",6,35000
"E00691","Avery Yee","Systems Analyst","IT","Manufacturing","Female",34,"United States","Miami",8,35000
"E01403","Xavier Park","Vice President","IT","Research & Development","Male",40,"China","Chengdu",3,35000
"E03941","Isla Han","Technical Architect","IT","Manufacturing","Female",58,"United States","Chicago",18,35000
"E01638","Maria He","IT Systems Architect","IT","Corporate","Female",45,"China","Beijing",13,35000
"E03474","Violet Hall","Solutions Architect","IT","Corporate","Female",40,"United States","Chicago",13,35000
"E01281","Isaac Mitchell","Network Architect","IT","Speciality Products","Male",46,"United States","Austin",19,35000
"E00672","Landon Luu","Vice President","IT","Research & Development","Male",31,"United States","Miami",8,35000
"E03292","Cora Evans","Computer Systems Manager","IT","Speciality Products","Female",45,"United States","Austin",6,35000
"E04567","Madeline Hoang","Systems Analyst","IT","Research & Development","Female",28,"China","Chengdu",4,35000
"E04378","Ezra Simmons","Network Administrator","IT","Manufacturing","Male",31,"United States","Austin",8,35000
"E03908","Miles Evans","Network Architect","IT","Manufacturing","Male",54,"United States","Miami",29,35000
"E02681","Caroline Owens","Director","IT","Speciality Products","Female",26,"United States","Phoenix",2,35000
"E03807","Kennedy Do","Computer Systems Manager","IT","Manufacturing","Female",42,"United States","Phoenix",18,35000
"E04816","Jace Zhang","Service Desk Analyst","IT","Speciality Products","Male",31,"China","Chengdu",7,35000
"E03268","Everly Coleman","Vice President","IT","Corporate","Female",48,"United States","Columbus",9,35000
"E04290","Hannah Gomez","Technical Architect","IT","Manufacturing","Female",25,"United States","Miami",3,35000
"E02770","Liliana Do","Service Desk Analyst","IT","Manufacturing","Female",30,"China","Chengdu",5,35000
"E01378","Genesis Xiong","System Administrator�","IT","Research & Development","Female",51,"United States","Columbus",12,35000
"E02971","Mia Wu","Enterprise Architect","IT","Corporate","Female",45,"China","Beijing",10,35000
"E00836","Addison Roberts","Network Architect","IT","Manufacturing","Female",65,"United States","Seattle",6,35000
"E03854","Camila Li","Sr. Manger","IT","Research & Development","Female",60,"China","Shanghai",13,35000
"E02861","Daniel Perry","Enterprise Architect","IT","Research & Development","Male",62,"United States","Columbus",23,35000
"E04387","Everleigh White","Network Architect","IT","Speciality Products","Female",59,"United States","Phoenix",6,35000
"E03090","Penelope Choi","Technical Architect","IT","Speciality Products","Female",49,"China","Beijing",13,35000
"E03328","Lucy Johnson","Manager","IT","Research & Development","Female",57,"United States","Columbus",4,35000
"E01241","Hadley Guerrero","Sr. Manger","IT","Research & Development","Female",49,"Brazil","Sao Paulo",20,35000
"E03255","Jose Brown","System Administrator�","IT","Speciality Products","Male",43,"United States","Seattle",8,35000
"E02023","Maverick Mehta","Systems Analyst","IT","Manufacturing","Male",40,"United States","Seattle",16,35000
"E03166","Austin Edwards","IT Coordinator","IT","Manufacturing","Male",42,"United States","Chicago",17,35000
"E04529","Gabriel Yu","Technical Architect","IT","Speciality Products","Male",42,"China","Chongqing",9,35000
"E00632","Angel Chang","Network Architect","IT","Research & Development","Male",37,"China","Shanghai",6,35000
"E03685","Silas Hunter","Solutions Architect","IT","Corporate","Male",55,"United States","Chicago",26,35000
"E00401","Wesley Adams","System Administrator�","IT","Corporate","Male",48,"United States","Seattle",20,35000
"E01479","Serenity Bailey","IT Systems Architect","IT","Manufacturing","Female",55,"United States","Chicago",12,35000
"E03540","Emma Perry","Solutions Architect","IT","Manufacturing","Female",28,"United States","Seattle",6,35000
"E04041","Clara Huynh","IT Coordinator","IT","Speciality Products","Female",39,"China","Shanghai",3,35000
"E04546","Jade Hunter","Cloud Infrastructure Architect","IT","Corporate","Female",42,"United States","Columbus",4,35000
"E04217","Lydia Williams","System Administrator�","IT","Manufacturing","Female",35,"United States","Chicago",9,35000
"E00344","Savannah He","Director","IT","Research & Development","Female",52,"China","Beijing",28,35000
"E00965","Jacob Khan","Computer Systems Manager","IT","Speciality Products","Male",53,"China","Shanghai",16,35000
"E04639","Luna Taylor","Network Administrator","IT","Manufacturing","Female",47,"United States","Seattle",5,35000
"E03058","Angel Xiong","Vice President","IT","Research & Development","Male",35,"China","Shanghai",9,35000
"E04538","Adeline Yang","Cloud Infrastructure Architect","IT","Corporate","Female",53,"China","Chongqing",12,35000
"E01132","Gabriella Johnson","Computer Systems Manager","IT","Research & Development","Female",42,"United States","Seattle",18,35000
"E04466","Connor Bell","Network Administrator","IT","Corporate","Male",54,"United States","Austin",24,35000
"E00747","Leilani Baker","Technical Architect","IT","Speciality Products","Female",59,"United States","Seattle",14,35000
"E01524","Ian Miller","Computer Systems Manager","IT","Corporate","Male",31,"United States","Austin",7,35000
"E01952","Everett Lee","Network Administrator","IT","Research & Development","Male",45,"United States","Columbus",14,35000
"E04784","Joshua Lin","Technical Architect","IT","Research & Development","Male",37,"China","Beijing",8,35000
"E01070","Grayson Brown","Vice President","IT","Corporate","Male",38,"United States","Chicago",7,35000
"E00784","Ella Nguyen","Service Desk Analyst","IT","Corporate","Female",60,"China","Chongqing",20,35000
"E04925","Athena Jordan","System Administrator�","IT","Manufacturing","Female",42,"United States","Seattle",13,35000
"E00436","Lincoln Reyes","Computer Systems Manager","IT","Manufacturing","Male",60,"United States","Seattle",25,35000
"E01496","Ava Ortiz","Enterprise Architect","IT","Manufacturing","Female",53,"United States","Columbus",19,35000
"E03616","Josiah Lewis","Manager","IT","Research & Development","Male",46,"United States","Austin",2,35000
"E02313","Jeremiah Lu","Network Architect","IT","Manufacturing","Male",50,"China","Shanghai",23,35000
"E03881","Andrew Reed","System Administrator�","IT","Corporate","Male",28,"United States","Miami",4,35000
"E03223","Ethan Joseph","IT Coordinator","IT","Research & Development","Male",45,"United States","Columbus",6,35000
"E02917","Everett Morales","Solutions Architect","IT","Speciality Products","Male",57,"Brazil","Rio de Janerio",9,35000
"E03371","Jack Alexander","Vice President","IT","Manufacturing","Male",56,"United States","Miami",18,35000
"E01499","Liam Jordan","Computer Systems Manager","IT","Manufacturing","Male",28,"United States","Phoenix",3,35000
"E00593","Luke Wilson","Solutions Architect","IT","Speciality Products","Male",34,"United States","Miami",8,35000
"E01103","Lyla Alvarez","IT Systems Architect","IT","Research & Development","Female",55,"United States","Phoenix",29,35000
"E01958","Angel Lin","Network Administrator","IT","Manufacturing","Male",27,"United States","Chicago",3,35000
"E01870","Easton Moore","Computer Systems Manager","IT","Research & Development","Male",52,"United States","Seattle",11,35000
"E00099","Brooklyn Salazar","IT Systems Architect","IT","Manufacturing","Female",44,"United States","Austin",13,35000
"E00044","Scarlett Jenkins","Vice President","IT","Research & Development","Female",53,"United States","Miami",12,35000
"E04756","Aiden Le","Cloud Infrastructure Architect","IT","Corporate","Male",55,"United States","Austin",29,35000
"E04114","Christopher Lim","Director","IT","Research & Development","Male",55,"China","Shanghai",17,35000
"E01423","James Castillo","Vice President","IT","Manufacturing","Male",51,"Brazil","Manaus",22,35000
"E03354","Silas Estrada","IT Systems Architect","IT","Corporate","Male",49,"Brazil","Rio de Janerio",7,35000
"E04359","Layla Salazar","Solutions Architect","IT","Corporate","Female",59,"United States","Seattle",10,35000
"E01724","Nolan Molina","Computer Systems Manager","IT","Corporate","Male",36,"Brazil","Manaus",3,35000
"E00319","Ezra Wilson","Service Desk Analyst","IT","Manufacturing","Male",55,"United States","Miami",10,35000
"E04323","Melody Valdez","Director","IT","Manufacturing","Female",28,"United States","Miami",3,35000
"E01995","Jonathan Ho","Vice President","IT","Manufacturing","Male",37,"United States","Columbus",12,35000
"E04491","Nathan Chan","Cloud Infrastructure Architect","IT","Corporate","Male",45,"United States","Seattle",24,35000
"E04170","Grayson Chin","Vice President","IT","Research & Development","Male",26,"United States","Austin",4,35000
"E00929","Allison Espinoza","Solutions Architect","IT","Speciality Products","Female",45,"United States","Miami",4,35000
"E03824","Jameson Martin","Technical Architect","IT","Corporate","Male",37,"United States","Phoenix",16,35000
"E04535","Charlotte Vo","System Administrator�","IT","Speciality Products","Female",57,"United States","Seattle",10,35000
"E01432","Peyton Garza","Systems Analyst","IT","Manufacturing","Female",53,"Brazil","Manaus",19,35000
"E03890","Everett Khan","Solutions Architect","IT","Manufacturing","Male",43,"United States","Chicago",7,35000
"E02012","Anna Han","System Administrator�","IT","Research & Development","Female",65,"United States","Austin",21,35000
"E01519","Anthony Marquez","Vice President","IT","Speciality Products","Male",54,"United States","Columbus",14,35000
"E01366","William Walker","Computer Systems Manager","IT","Research & Development","Male",40,"United States","Columbus",5,35000
"E01591","Paisley Trinh","Technical Architect","IT","Corporate","Female",57,"United States","Austin",32,35000
"E03870","Madeline Allen","Cloud Infrastructure Architect","IT","Manufacturing","Female",30,"United States","Seattle",4,35000
"E01927","Charles Moore","Technical Architect","IT","Manufacturing","Male",34,"United States","Miami",8,35000
"E04174","Maverick Henry","Computer Systems Manager","IT","Research & Development","Male",26,"United States","Chicago",4,35000
"E02903","Robert Vazquez","System Administrator�","IT","Corporate","Male",40,"United States","Austin",2,35000
"E01387","Cora Zheng","Director","IT","Manufacturing","Female",27,"China","Chengdu",6,35000
"E01363","Ayla Daniels","Technical Architect","IT","Corporate","Female",53,"United States","Miami",27,35000
"E02987","Mateo Harris","Manager","IT","Corporate","Male",30,"United States","Columbus",6,35000
"E04048","Julian Lee","IT Systems Architect","IT","Corporate","Male",51,"United States","Seattle",21,35000
"E03626","Nicholas Avila","Enterprise Architect","IT","Research & Development","Male",28,"United States","Austin",6,35000
"E02192","Lucy Avila","Solutions Architect","IT","Speciality Products","Female",43,"Brazil","Sao Paulo",14,35000
"E04123","Andrew Holmes","Vice President","IT","Speciality Products","Male",59,"United States","Miami",13,35000
"E03694","Eli Reed","Systems Analyst","IT","Corporate","Male",51,"United States","Miami",10,35000
"E03227","Eli Richardson","IT Coordinator","IT","Speciality Products","Male",38,"United States","Seattle",9,35000
"E02258","Eliza Chen","Enterprise Architect","IT","Research & Development","Female",36,"United States","Austin",8,35000
"E02440","Grayson Turner","Solutions Architect","IT","Corporate","Male",54,"United States","Chicago",31,35000
"E01649","Eva Alvarado","Computer Systems Manager","IT","Manufacturing","Female",46,"Brazil","Sao Paulo",7,35000
"E02798","Charles Henderson","Systems Analyst","IT","Speciality Products","Male",48,"United States","Austin",22,35000
"E01429","Dylan Wilson","Network Administrator","IT","Research & Development","Male",48,"United States","Seattle",17,35000
"E00494","Robert Alvarez","Service Desk Analyst","IT","Corporate","Male",39,"Brazil","Manaus",7,35000
"E04732","Benjamin Ramirez","Network Engineer","IT","Research & Development","Male",48,"United States","Chicago",18,35000
"E00981","Miles Thao","System Administrator�","IT","Corporate","Male",57,"United States","Columbus",20,35000
"E04547","Avery Grant","Enterprise Architect","IT","Research & Development","Female",49,"United States","Chicago",10,35000
"E03248","Lyla Stewart","Sr. Manger","IT","Speciality Products","Female",43,"United States","Austin",9,35000
"E04444","Brooklyn Ruiz","IT Coordinator","IT","Manufacturing","Female",61,"United States","Phoenix",9,35000
"E02005","Isabella Bui","Enterprise Architect","IT","Manufacturing","Female",36,"United States","Miami",9,35000
"E01895","Gabriel Zhou","IT Coordinator","IT","Manufacturing","Male",25,"China","Chongqing",3,35000
"E03928","Miles Dang","IT Coordinator","IT","Speciality Products","Male",61,"United States","Miami",23,35000
"E04109","Leah Bryant","IT Coordinator","IT","Manufacturing","Female",55,"United States","Austin",20,35000
"E00639","Benjamin Mai","System Administrator�","IT","Corporate","Male",54,"United States","Phoenix",25,35000
"E04189","Ariana Kim","Network Architect","IT","Manufacturing","Female",33,"China","Chengdu",9,35000
"E03583","Kayden Jordan","Cloud Infrastructure Architect","IT","Research & Development","Male",48,"United States","Phoenix",13,35000
"E02428","Connor Luu","Computer Systems Manager","IT","Speciality Products","Male",35,"China","Chengdu",8,35000
"E03830","Madison Her","Technical Architect","IT","Speciality Products","Female",56,"United States","Seattle",27,35000
"E04079","Christopher Butler","Network Architect","IT","Manufacturing","Male",41,"United States","Miami",6,35000
"E04972","Sophie Oh","Network Engineer","IT","Corporate","Female",29,"United States","Miami",6,35000
"E01834","Chloe Allen","Solutions Architect","IT","Manufacturing","Female",64,"United States","Seattle",19,35000
"E01898","Oliver Moua","IT Systems Architect","IT","Corporate","Male",29,"United States","Seattle",2,35000
"E00862","Levi Moreno","Systems Analyst","IT","Research & Development","Male",64,"Brazil","Manaus",3,35000
"E02576","Gianna Ha","Manager","IT","Research & Development","Female",55,"China","Chongqing",19,35000
"E00035","Lillian Gonzales","Cloud Infrastructure Architect","IT","Manufacturing","Female",43,"Brazil","Manaus",15,35000
"E00465","Brooklyn Cho","Technical Architect","IT","Manufacturing","Female",45,"China","Chengdu",21,35000
"E04697","Eleanor Williams","Enterprise Architect","IT","Speciality Products","Female",61,"United States","Chicago",19,35000
"E00592","Josephine Richardson","System Administrator�","IT","Manufacturing","Female",57,"United States","Austin",28,35000
"E03332","Ruby Sun","Cloud Infrastructure Architect","IT","Manufacturing","Female",50,"China","Shanghai",2,35000
"E03278","Nevaeh James","Solutions Architect","IT","Speciality Products","Female",45,"United States","Austin",6,35000
"E03240","Aiden Silva","Vice President","IT","Research & Development","Male",42,"Brazil","Manaus",13,35000
"E00555","Sofia Trinh","Network Architect","IT","Speciality Products","Female",45,"China","Chongqing",17,35000
"E03149","Layla Collins","IT Systems Architect","IT","Speciality Products","Female",26,"United States","Austin",3,35000
"E04380","Naomi Washington","Manager","IT","Speciality Products","Female",51,"United States","Austin",4,35000
"E02035","Eli Rahman","Service Desk Analyst","IT","Manufacturing","Male",45,"China","Chengdu",14,35000
"E03595","Christopher Howard","Enterprise Architect","IT","Speciality Products","Male",61,"United States","Seattle",4,35000
"E02135","John Delgado","Cloud Infrastructure Architect","IT","Corporate","Male",30,"United States","Austin",7,35000
"E02217","William Phillips","Network Architect","IT","Corporate","Male",61,"United States","Austin",20,35000
"E03519","Eliza Zheng","Computer Systems Manager","IT","Speciality Products","Female",48,"China","Chongqing",10,35000
"E01125","Joshua Yang","Network Engineer","IT","Manufacturing","Male",34,"China","Shanghai",5,35000
"E00102","Riley Rojas","Network Architect","IT","Speciality Products","Female",36,"Brazil","Rio de Janerio",3,35000
"E03455","Hadley Ford","Systems Analyst","IT","Research & Development","Female",52,"United States","Chicago",19,35000
"E02274","Isabella Bailey","Network Administrator","IT","Manufacturing","Female",36,"United States","Phoenix",13,35000
"E02848","Lincoln Huynh","System Administrator�","IT","Research & Development","Male",55,"China","Chongqing",7,35000
"E03296","Eloise Trinh","Solutions Architect","IT","Speciality Products","Female",39,"United States","Miami",4,35000
"E01339","Jeremiah Hernandez","Network Engineer","IT","Manufacturing","Male",26,"United States","Columbus",5,35000
"E00869","Nova Lin","Cloud Infrastructure Architect","IT","Manufacturing","Female",33,"United States","Columbus",6,35000
"E04978","Peyton Harris","Enterprise Architect","IT","Research & Development","Female",45,"United States","Miami",15,35000
"E04089","Sebastian Fong","Sr. Manger","IT","Manufacturing","Male",46,"United States","Austin",6,35000
"E01722","Asher Huynh","Manager","IT","Manufacturing","Male",45,"United States","Phoenix",9,35000
"E00640","Paisley Bryant","Cloud Infrastructure Architect","IT","Manufacturing","Female",37,"United States","Chicago",8,35000
"E04670","Angel Do","IT Systems Architect","IT","Speciality Products","Male",34,"China","Beijing",4,35000
"E02888","Elijah Ramos","Sr. Manger","IT","Speciality Products","Male",33,"Brazil","Rio de Janerio",11,35000
"E01611","Gabriella Zhu","Computer Systems Manager","IT","Speciality Products","Female",36,"China","Chongqing",9,35000
"E03168","Nora Le","Sr. Manger","IT","Manufacturing","Female",53,"United States","Seattle",27,35000
"E03691","Colton Garcia","Solutions Architect","IT","Speciality Products","Male",55,"United States","Miami",30,35000
"E02387","Emily Davis","Sr. Manger","IT","Research & Development","Female",55,"United States","Seattle",8,35000
